order_id,payment_method,payment_status,shipping_charge
243,Cash on Delivery,Paid,102.5
244,Wallet,Paid,220.95
245,Credit Card,Failed,0.0
246,Credit Card,Paid,21.25
247,Cash on Delivery,Paid,231.58
248,Net Banking,Paid,55.5
249,Cash on Delivery,Paid,160.62
250,Wallet,Failed,0.0
251,Net Banking,Failed,0.0
252,UPI,Paid,166.91
253,UPI,Failed,0.0
254,Wallet,Paid,155.14
255,Net Banking,Pending,0.0
256,Credit Card,Paid,205.5
257,Cash on Delivery,Paid,3.44
258,Cash on Delivery,Paid,80.79
259,Net Banking,Paid,196.06
260,Debit Card,Paid,174.47
261,Debit Card,Paid,46.64
262,Wallet,Failed,0.0
263,Net Banking,Paid,150.69
264,Wallet,Paid,12.21
265,Credit Card,Paid,129.96
266,Net Banking,Paid,3.69
267,UPI,Paid,97.13
268,Credit Card,Paid,58.38
269,Debit Card,Paid,111.01
270,Net Banking,Paid,79.59
271,UPI,Paid,231.61
272,Cash on Delivery,Paid,17.28
273,Cash on Delivery,Paid,14.65
274,Wallet,Paid,5.12
275,Net Banking,Paid,180.72
276,Credit Card,Paid,160.04
277,Debit Card,Paid,67.34
278,Net Banking,Paid,214.92
279,Credit Card,Failed,0.0
280,UPI,Paid,132.88
281,Credit Card,Paid,185.99
282,Credit Card,Pending,0.0
283,Credit Card,Failed,0.0
284,Debit Card,Failed,0.0
285,UPI,Paid,68.48
286,Credit Card,Paid,76.95
287,Debit Card,Paid,61.65
288,Cash on Delivery,Paid,27.0
289,Debit Card,Paid,114.63
290,Cash on Delivery,Paid,232.04
291,Net Banking,Paid,140.77
292,Credit Card,Paid,69.39
293,UPI,Paid,59.79
294,Credit Card,Paid,164.29
295,Debit Card,Paid,168.91
296,Credit Card,Paid,232.73
297,Debit Card,Paid,160.01
298,Credit Card,Pending,0.0
299,Credit Card,Paid,11.52
300,Credit Card,Paid,151.28
301,Wallet,Paid,154.31
302,Credit Card,Paid,24.8
303,Credit Card,Paid,150.06
304,UPI,Paid,75.51
305,Cash on Delivery,Paid,231.9
306,UPI,Paid,89.8
307,Credit Card,Paid,224.96
308,Credit Card,Paid,118.71
309,UPI,Failed,0.0
310,Credit Card,Paid,204.85
311,Credit Card,Paid,30.28
312,Credit Card,Paid,125.03
313,Debit Card,Paid,1.9
314,Net Banking,Paid,23.8
315,UPI,Paid,144.11
316,Credit Card,Paid,93.42
317,Credit Card,Failed,0.0
318,Net Banking,Paid,21.19
319,UPI,Paid,161.53
320,Credit Card,Failed,0.0
321,Wallet,Paid,85.4
322,Credit Card,Paid,46.05
323,Wallet,Paid,179.49
324,Net Banking,Paid,16.0
325,Debit Card,Paid,242.46
326,Debit Card,Failed,0.0
327,Net Banking,Paid,144.84
328,Credit Card,Paid,56.73
329,Debit Card,Paid,181.74
330,Credit Card,Failed,0.0
331,Credit Card,Paid,20.71
332,Wallet,Paid,117.18
333,Cash on Delivery,Pending,0.0
334,Debit Card,Paid,82.87
335,Wallet,Paid,71.98
336,UPI,Paid,195.59
337,Debit Card,Paid,236.25
338,Wallet,Paid,153.57
339,UPI,Pending,0.0
340,Net Banking,Paid,106.98
341,Net Banking,Paid,85.0
342,Wallet,Paid,117.73
343,Net Banking,Pending,0.0
344,UPI,Failed,0.0
345,Cash on Delivery,Paid,40.03
346,Wallet,Paid,162.0
347,UPI,Paid,101.69
348,Wallet,Paid,156.24
349,Credit Card,Paid,17.31
350,Net Banking,Paid,156.52
351,Net Banking,Paid,6.01
352,Net Banking,Paid,158.15
353,Credit Card,Failed,0.0
354,Credit Card,Paid,37.79
355,UPI,Paid,134.79
356,UPI,Paid,217.25
357,Wallet,Paid,129.2
358,Cash on Delivery,Paid,91.91
359,Net Banking,Paid,20.95
360,Credit Card,Paid,151.57
361,UPI,Paid,7.23
362,Net Banking,Paid,207.54
363,Credit Card,Paid,142.45
364,Wallet,Paid,37.13
365,Wallet,Paid,18.29
366,Net Banking,Paid,86.14
367,Cash on Delivery,Paid,212.86
368,Net Banking,Failed,0.0
369,Credit Card,Paid,242.72
370,Cash on Delivery,Paid,178.4
371,Wallet,Paid,138.44
372,Net Banking,Paid,103.18
373,Debit Card,Paid,223.88
374,Cash on Delivery,Failed,0.0
375,UPI,Paid,24.59
376,UPI,Paid,203.63
377,Credit Card,Paid,175.08
378,Credit Card,Paid,107.77
379,Credit Card,Paid,217.88
380,Credit Card,Paid,121.96
381,Debit Card,Failed,0.0
382,Credit Card,Pending,0.0
383,Credit Card,Failed,0.0
384,Debit Card,Paid,168.16
385,Net Banking,Paid,153.4
386,Debit Card,Failed,0.0
387,Cash on Delivery,Paid,73.38
388,Credit Card,Paid,69.67
389,Cash on Delivery,Failed,0.0
390,Debit Card,Paid,207.62
391,Net Banking,Paid,156.37
392,Net Banking,Paid,144.65
393,Net Banking,Failed,0.0
394,Cash on Delivery,Paid,232.2
395,Credit Card,Paid,204.61
396,Net Banking,Paid,191.48
397,Net Banking,Paid,177.74
398,Credit Card,Paid,184.92
399,Cash on Delivery,Paid,110.21
400,Debit Card,Paid,171.2
401,Credit Card,Paid,18.24
402,Debit Card,Paid,109.27
403,Debit Card,Paid,225.26
404,Credit Card,Failed,0.0
405,Credit Card,Paid,73.18
406,Cash on Delivery,Paid,245.99
407,Wallet,Failed,0.0
408,Wallet,Pending,0.0
409,Wallet,Paid,1.56
410,Net Banking,Pending,0.0
411,Net Banking,Paid,214.49
412,UPI,Paid,216.0
413,Wallet,Paid,12.98
414,Credit Card,Paid,162.43
415,UPI,Paid,73.15
416,Credit Card,Paid,193.54
417,Wallet,Paid,182.78
418,Credit Card,Failed,0.0
419,Cash on Delivery,Paid,174.68
420,UPI,Paid,179.44
421,Net Banking,Paid,191.48
422,Net Banking,Paid,49.28
423,Wallet,Paid,35.16
424,Cash on Delivery,Paid,106.58
425,UPI,Paid,247.11
426,Credit Card,Pending,0.0
427,UPI,Paid,222.84
428,Cash on Delivery,Paid,73.04
429,Credit Card,Pending,0.0
430,Debit Card,Paid,193.31
431,Credit Card,Paid,51.15
432,Net Banking,Paid,212.28
433,Net Banking,Paid,5.74
434,Credit Card,Paid,234.63
435,Cash on Delivery,Paid,101.37
436,Wallet,Paid,21.45
437,UPI,Paid,212.96
438,Debit Card,Paid,151.65
439,Net Banking,Paid,219.18
440,UPI,Paid,140.57
441,Net Banking,Paid,69.98
442,UPI,Paid,28.43
443,Debit Card,Paid,155.41
444,UPI,Paid,227.02
445,Debit Card,Pending,0.0
446,Wallet,Paid,242.28
447,UPI,Paid,27.07
448,Net Banking,Paid,27.43
449,Cash on Delivery,Paid,178.85
450,Wallet,Pending,0.0
451,UPI,Paid,54.18
452,Cash on Delivery,Paid,144.27
453,Wallet,Paid,8.93
454,UPI,Paid,15.31
455,Credit Card,Paid,15.97
456,Cash on Delivery,Paid,84.98
457,Debit Card,Paid,47.73
458,UPI,Paid,68.61
459,Net Banking,Paid,77.57
460,Cash on Delivery,Paid,12.48
461,Wallet,Paid,3.01
462,Net Banking,Failed,0.0
463,Debit Card,Paid,95.36
464,Net Banking,Paid,210.2
465,Debit Card,Paid,9.02
466,Cash on Delivery,Failed,0.0
467,Net Banking,Paid,197.58
468,Net Banking,Paid,224.36
469,Cash on Delivery,Paid,161.46
470,Wallet,Paid,25.71
471,Debit Card,Paid,128.99
472,Cash on Delivery,Paid,244.44
473,Cash on Delivery,Paid,142.82
474,Net Banking,Paid,109.64
475,Wallet,Paid,130.33
476,Credit Card,Paid,103.46
477,UPI,Paid,179.85
478,Debit Card,Paid,242.41
479,Debit Card,Paid,47.4
480,Cash on Delivery,Paid,16.74
481,Debit Card,Paid,109.93
482,Credit Card,Failed,0.0
483,Credit Card,Paid,91.19
484,Credit Card,Paid,144.63
485,Cash on Delivery,Paid,40.77
486,Net Banking,Paid,164.86
487,Wallet,Paid,120.49
488,UPI,Paid,170.33
489,Debit Card,Paid,232.26
490,Net Banking,Paid,151.19
491,Credit Card,Paid,1.62
492,Debit Card,Paid,51.13
493,Net Banking,Pending,0.0
494,Net Banking,Paid,107.5
495,Wallet,Paid,55.49
496,Debit Card,Failed,0.0
497,Debit Card,Paid,202.75
498,Credit Card,Paid,79.98
499,Debit Card,Paid,235.85
500,Net Banking,Failed,0.0
501,Credit Card,Paid,1.1
502,Credit Card,Paid,235.34
503,Cash on Delivery,Paid,230.96
504,Wallet,Paid,210.59
505,Credit Card,Paid,138.89
506,Credit Card,Paid,237.53
507,Net Banking,Paid,113.97
508,UPI,Paid,30.22
509,Debit Card,Paid,35.05
510,Wallet,Paid,120.18
511,Net Banking,Paid,49.6
512,UPI,Paid,2.16
513,Credit Card,Pending,0.0
514,Credit Card,Paid,179.08
515,Credit Card,Paid,73.8
516,Credit Card,Paid,222.11
517,Debit Card,Failed,0.0
518,Net Banking,Paid,212.19
519,Net Banking,Paid,246.36
520,Cash on Delivery,Paid,208.55
521,Net Banking,Paid,233.67
522,Cash on Delivery,Paid,157.72
523,Debit Card,Paid,177.44
524,Net Banking,Paid,100.66
525,Debit Card,Paid,10.17
526,Wallet,Paid,94.41
527,Credit Card,Paid,71.89
528,Debit Card,Failed,0.0
529,Cash on Delivery,Paid,178.35
530,Debit Card,Paid,236.24
531,Wallet,Failed,0.0
532,Net Banking,Failed,0.0
533,Debit Card,Paid,49.07
534,Credit Card,Paid,239.3
535,UPI,Paid,144.86
536,Credit Card,Paid,246.02
537,Net Banking,Paid,5.31
538,Net Banking,Paid,167.94
539,UPI,Paid,83.64
540,Cash on Delivery,Paid,28.57
541,Debit Card,Pending,0.0
542,Wallet,Paid,24.05
543,Wallet,Paid,207.2
544,UPI,Paid,7.68
545,UPI,Failed,0.0
546,Debit Card,Paid,140.13
547,Wallet,Paid,65.41
548,Debit Card,Paid,149.47
549,Credit Card,Paid,55.16
550,Cash on Delivery,Paid,178.43
551,UPI,Paid,150.03
552,Cash on Delivery,Paid,100.73
553,Debit Card,Paid,96.1
554,Wallet,Failed,0.0
555,Net Banking,Paid,246.24
556,Debit Card,Paid,169.69
557,Credit Card,Paid,5.74
558,Net Banking,Paid,173.17
559,Net Banking,Paid,105.82
560,Cash on Delivery,Paid,35.5
561,Debit Card,Paid,65.97
562,Credit Card,Pending,0.0
563,Net Banking,Failed,0.0
564,Debit Card,Paid,0.65
565,UPI,Failed,0.0
566,Wallet,Paid,168.83
567,Credit Card,Failed,0.0
568,Net Banking,Paid,166.02
569,Wallet,Paid,186.57
570,Debit Card,Paid,21.5
571,Debit Card,Paid,69.95
572,Net Banking,Paid,219.35
573,Wallet,Paid,50.73
574,Wallet,Paid,174.02
575,Credit Card,Failed,0.0
576,Debit Card,Failed,0.0
577,Wallet,Pending,0.0
578,Net Banking,Pending,0.0
579,Credit Card,Paid,202.96
580,UPI,Paid,14.22
581,UPI,Paid,131.58
582,Credit Card,Paid,16.49
583,UPI,Paid,181.78
584,Debit Card,Paid,213.4
585,UPI,Paid,43.37
586,Credit Card,Paid,83.98
587,UPI,Pending,0.0
588,Cash on Delivery,Paid,189.0
589,UPI,Paid,155.41
590,Debit Card,Paid,176.57
591,Net Banking,Paid,106.17
592,Net Banking,Paid,98.48
593,Wallet,Paid,6.18
594,UPI,Paid,35.08
595,Wallet,Paid,107.27
596,Cash on Delivery,Paid,75.77
597,Wallet,Paid,245.35
598,UPI,Paid,217.95
599,Credit Card,Pending,0.0
600,UPI,Paid,9.08
601,Cash on Delivery,Paid,236.72
602,Wallet,Paid,61.13
603,Net Banking,Paid,124.3
604,Credit Card,Failed,0.0
605,Cash on Delivery,Paid,125.96
606,UPI,Failed,0.0
607,UPI,Paid,186.75
608,Net Banking,Paid,151.6
609,Net Banking,Paid,183.36
610,UPI,Paid,189.37
611,Net Banking,Paid,106.79
612,UPI,Paid,127.27
613,Credit Card,Paid,164.55
614,Credit Card,Paid,102.29
615,Cash on Delivery,Paid,131.49
616,Debit Card,Paid,6.14
617,Net Banking,Paid,219.77
618,Credit Card,Paid,114.97
619,Cash on Delivery,Paid,39.73
620,Net Banking,Paid,110.96
621,Cash on Delivery,Paid,2.8
622,Credit Card,Paid,111.89
623,Net Banking,Paid,247.38
624,Credit Card,Paid,137.57
625,Wallet,Paid,223.0
626,Cash on Delivery,Paid,0.17
627,Cash on Delivery,Paid,60.46
628,Cash on Delivery,Paid,26.54
629,Cash on Delivery,Paid,119.16
630,Net Banking,Paid,80.68
631,Net Banking,Paid,95.05
632,Credit Card,Paid,228.03
633,Wallet,Paid,133.05
634,UPI,Paid,229.61
635,Debit Card,Pending,0.0
636,Net Banking,Paid,27.34
637,Net Banking,Pending,0.0
638,Cash on Delivery,Paid,145.68
639,Credit Card,Paid,147.56
640,Debit Card,Pending,0.0
641,Debit Card,Paid,200.36
642,Net Banking,Paid,20.07
643,Debit Card,Paid,131.4
644,Wallet,Paid,90.27
645,Wallet,Paid,150.87
646,Cash on Delivery,Paid,176.0
647,Net Banking,Paid,140.29
648,Net Banking,Failed,0.0
649,Net Banking,Paid,248.1
650,Wallet,Paid,4.17
651,Credit Card,Paid,4.5
652,Credit Card,Paid,84.97
653,Wallet,Paid,126.79
654,UPI,Paid,123.35
655,UPI,Paid,100.38
656,Debit Card,Paid,37.31
657,Credit Card,Paid,212.75
658,Credit Card,Paid,205.21
659,UPI,Paid,96.11
660,UPI,Pending,0.0
661,Net Banking,Paid,159.73
662,Credit Card,Paid,203.1
663,Net Banking,Paid,162.8
664,Debit Card,Paid,175.44
665,Debit Card,Paid,59.8
666,Wallet,Pending,0.0
667,UPI,Paid,174.32
668,Wallet,Paid,23.01
669,Debit Card,Paid,76.27
670,Cash on Delivery,Pending,0.0
671,Net Banking,Paid,169.57
672,Debit Card,Pending,0.0
673,Net Banking,Paid,135.69
674,Credit Card,Paid,90.47
675,Debit Card,Paid,54.72
676,UPI,Paid,70.17
677,Cash on Delivery,Paid,243.8
678,Net Banking,Paid,88.48
679,Credit Card,Paid,166.56
680,Cash on Delivery,Paid,49.57
681,Wallet,Paid,214.04
682,Debit Card,Paid,163.73
683,Wallet,Pending,0.0
684,Net Banking,Paid,208.03
685,Net Banking,Paid,207.47
686,Credit Card,Paid,38.56
687,Net Banking,Paid,118.19
688,UPI,Paid,231.08
689,Debit Card,Pending,0.0
690,Wallet,Paid,102.13
691,Cash on Delivery,Paid,54.61
692,Debit Card,Paid,75.19
693,Wallet,Paid,107.66
694,Debit Card,Paid,216.63
695,UPI,Paid,190.79
696,Debit Card,Paid,199.93
697,Wallet,Paid,7.97
698,Debit Card,Paid,100.22
699,UPI,Paid,12.78
700,Credit Card,Paid,229.44
701,Credit Card,Paid,141.79
702,Net Banking,Paid,56.82
703,Credit Card,Paid,211.13
704,Debit Card,Paid,158.73
705,Wallet,Pending,0.0
706,Wallet,Paid,1.2
707,UPI,Paid,15.86
708,Cash on Delivery,Paid,248.2
709,UPI,Paid,169.15
710,Wallet,Paid,1.22
711,UPI,Failed,0.0
712,Cash on Delivery,Paid,23.55
713,Credit Card,Paid,221.18
714,Net Banking,Paid,149.16
715,Wallet,Paid,168.08
716,Credit Card,Failed,0.0
717,Net Banking,Paid,155.11
718,Debit Card,Paid,47.02
719,Wallet,Paid,226.41
720,Credit Card,Paid,164.21
721,Debit Card,Paid,248.44
722,Debit Card,Paid,46.16
723,Debit Card,Paid,37.25
724,Wallet,Paid,95.08
725,Wallet,Paid,85.99
726,Cash on Delivery,Paid,90.87
727,Credit Card,Paid,138.5
728,Debit Card,Paid,73.14
729,Debit Card,Pending,0.0
730,Net Banking,Paid,244.2
731,Wallet,Paid,20.21
732,UPI,Paid,19.6
733,Debit Card,Paid,86.01
734,Wallet,Paid,54.98
735,UPI,Paid,230.95
736,Net Banking,Paid,46.62
737,Net Banking,Paid,113.91
738,Debit Card,Paid,96.32
739,Credit Card,Failed,0.0
740,Wallet,Paid,79.37
741,Net Banking,Paid,179.79
742,Wallet,Paid,41.7
743,Net Banking,Failed,0.0
744,Debit Card,Failed,0.0
745,Credit Card,Pending,0.0
746,UPI,Paid,128.42
747,Cash on Delivery,Paid,243.93
748,Net Banking,Paid,39.95
749,UPI,Paid,105.97
750,Cash on Delivery,Paid,208.06
751,Credit Card,Paid,230.74
752,UPI,Paid,108.96
753,UPI,Paid,77.69
754,Debit Card,Paid,180.28
755,Cash on Delivery,Paid,35.71
756,Wallet,Paid,175.97
757,Credit Card,Paid,169.17
758,Credit Card,Paid,238.07
759,Credit Card,Paid,206.95
760,Cash on Delivery,Paid,132.65
761,Cash on Delivery,Paid,86.04
762,Wallet,Pending,0.0
763,Credit Card,Paid,14.3
764,Credit Card,Paid,100.18
765,Wallet,Paid,36.19
766,Wallet,Paid,59.39
767,Credit Card,Paid,117.85
768,Net Banking,Paid,94.65
769,Credit Card,Failed,0.0
770,UPI,Paid,27.55
771,Cash on Delivery,Paid,6.07
772,Debit Card,Paid,48.52
773,Wallet,Paid,50.78
774,Net Banking,Paid,220.73
775,Debit Card,Failed,0.0
776,UPI,Paid,221.65
777,Credit Card,Paid,166.12
778,Net Banking,Paid,29.68
779,Debit Card,Paid,3.95
780,Credit Card,Failed,0.0
781,Wallet,Failed,0.0
782,Wallet,Paid,234.03
783,Net Banking,Paid,225.81
784,UPI,Pending,0.0
785,Credit Card,Pending,0.0
786,Cash on Delivery,Paid,27.89
787,Net Banking,Failed,0.0
788,Cash on Delivery,Paid,20.85
789,Cash on Delivery,Paid,122.29
790,Credit Card,Paid,39.18
791,Credit Card,Paid,99.27
792,Debit Card,Pending,0.0
793,Wallet,Paid,115.13
794,UPI,Paid,193.22
795,Cash on Delivery,Paid,128.46
796,UPI,Paid,110.52
797,Cash on Delivery,Paid,185.12
798,UPI,Paid,93.29
799,Debit Card,Paid,68.54
800,Credit Card,Paid,1.47
801,Net Banking,Paid,185.6
802,Cash on Delivery,Paid,123.59
803,Credit Card,Paid,186.19
804,Debit Card,Paid,220.12
805,Debit Card,Paid,125.75
806,Net Banking,Paid,11.81
807,UPI,Paid,68.05
808,Wallet,Paid,197.17
809,Wallet,Paid,172.44
810,Debit Card,Paid,156.36
811,Wallet,Paid,36.55
812,Cash on Delivery,Paid,126.25
813,Credit Card,Paid,207.53
814,Net Banking,Paid,43.13
815,Debit Card,Paid,25.03
816,Net Banking,Paid,15.03
817,Credit Card,Paid,37.22
818,Cash on Delivery,Paid,164.38
819,Credit Card,Paid,43.45
820,Wallet,Paid,49.25
821,Wallet,Paid,96.68
822,Wallet,Paid,102.77
823,UPI,Paid,59.39
824,Wallet,Paid,170.06
825,Wallet,Paid,119.72
826,Net Banking,Paid,150.06
827,Cash on Delivery,Paid,148.13
828,Net Banking,Paid,107.1
829,UPI,Paid,5.78
830,Debit Card,Paid,174.69
831,UPI,Paid,241.63
832,Net Banking,Pending,0.0
833,Credit Card,Paid,67.25
834,UPI,Paid,198.61
835,Cash on Delivery,Paid,80.16
836,Net Banking,Paid,1.6
837,UPI,Paid,220.54
838,UPI,Paid,155.55
839,Debit Card,Paid,90.45
840,Debit Card,Failed,0.0
841,Net Banking,Failed,0.0
842,Credit Card,Paid,154.21
843,Net Banking,Paid,205.68
844,Net Banking,Paid,106.95
845,Net Banking,Paid,111.54
846,UPI,Paid,172.02
847,Cash on Delivery,Paid,103.82
848,Net Banking,Paid,60.13
849,UPI,Paid,33.62
850,Net Banking,Paid,230.92
851,Credit Card,Paid,234.99
852,Net Banking,Paid,51.87
853,Cash on Delivery,Paid,211.52
854,Wallet,Paid,71.62
855,Credit Card,Failed,0.0
856,Credit Card,Paid,171.85
857,Debit Card,Pending,0.0
858,UPI,Paid,75.48
859,Net Banking,Paid,43.98
860,Wallet,Paid,54.6
861,Wallet,Paid,27.61
862,Net Banking,Paid,194.78
863,Credit Card,Paid,156.55
864,Credit Card,Paid,73.88
865,Cash on Delivery,Paid,99.2
866,Net Banking,Paid,51.8
867,Debit Card,Pending,0.0
868,Debit Card,Paid,97.07
869,Cash on Delivery,Paid,96.87
870,Net Banking,Paid,231.74
871,Cash on Delivery,Paid,139.68
872,UPI,Failed,0.0
873,UPI,Failed,0.0
874,Credit Card,Paid,121.61
875,Wallet,Paid,56.96
876,Wallet,Paid,210.73
