order_item_id,order_id,product_id,quantity,unit_price,discount_pct,gross_amount,discount_amount,net_amount
161,88,36,1,2955.0,20,2955.0,591.0,2364.0
162,88,16,3,28374.0,10,85122.0,8512.2,76609.8
163,89,59,4,4493.0,5,17972.0,898.6,17073.4
164,90,95,4,3431.0,10,13724.0,1372.4,12351.6
165,90,19,4,20608.0,10,82432.0,8243.2,74188.8
166,90,84,2,6072.0,0,12144.0,0.0,12144.0
167,91,21,4,8617.0,10,34468.0,3446.8,31021.2
168,91,4,1,12687.0,0,12687.0,0.0,12687.0
169,92,3,4,8939.0,20,35756.0,7151.2,28604.8
170,92,14,2,2689.0,10,5378.0,537.8,4840.2
171,93,35,4,6556.0,20,26224.0,5244.8,20979.2
172,94,16,2,28374.0,15,56748.0,8512.2,48235.8
173,94,19,2,20608.0,0,41216.0,0.0,41216.0
174,94,14,1,2689.0,0,2689.0,0.0,2689.0
175,95,73,2,3368.0,5,6736.0,336.8,6399.2
176,96,45,1,3937.0,10,3937.0,393.7,3543.3
177,97,67,3,9082.0,15,27246.0,4086.9,23159.1
178,98,51,2,3978.0,10,7956.0,795.6,7160.4
179,99,45,4,3937.0,10,15748.0,1574.8,14173.2
180,99,82,4,9833.0,0,39332.0,0.0,39332.0
181,100,31,1,5370.0,5,5370.0,268.5,5101.5
182,101,56,1,2573.0,5,2573.0,128.65,2444.35
183,101,5,4,37543.0,15,150172.0,22525.8,127646.2
184,101,80,3,1406.0,0,4218.0,0.0,4218.0
185,101,95,2,3431.0,15,6862.0,1029.3,5832.7
186,102,12,2,17050.0,10,34100.0,3410.0,30690.0
187,102,11,4,49672.0,0,198688.0,0.0,198688.0
188,102,67,3,9082.0,20,27246.0,5449.2,21796.8
189,103,99,3,7459.0,20,22377.0,4475.4,17901.6
190,104,35,1,6556.0,15,6556.0,983.4,5572.6
191,104,23,2,6472.0,15,12944.0,1941.6,11002.4
192,105,8,3,46151.0,20,138453.0,27690.6,110762.4
193,106,100,3,7504.0,15,22512.0,3376.8,19135.2
194,106,82,4,9833.0,0,39332.0,0.0,39332.0
195,106,34,1,7864.0,10,7864.0,786.4,7077.6
196,107,46,2,6027.0,0,12054.0,0.0,12054.0
197,108,35,2,6556.0,5,13112.0,655.6,12456.4
198,108,28,4,7577.0,5,30308.0,1515.4,28792.6
199,108,36,3,2955.0,15,8865.0,1329.75,7535.25
200,109,28,2,7577.0,0,15154.0,0.0,15154.0
201,109,96,3,6148.0,20,18444.0,3688.8,14755.2
202,110,33,2,9645.0,20,19290.0,3858.0,15432.0
203,110,63,2,2296.0,0,4592.0,0.0,4592.0
204,111,81,4,4250.0,0,17000.0,0.0,17000.0
205,112,53,1,5793.0,10,5793.0,579.3,5213.7
206,113,62,3,4193.0,0,12579.0,0.0,12579.0
207,113,22,4,5817.0,10,23268.0,2326.8,20941.2
208,114,9,3,51674.0,0,155022.0,0.0,155022.0
209,114,69,4,2652.0,10,10608.0,1060.8,9547.2
210,115,19,3,20608.0,20,61824.0,12364.8,49459.2
211,115,90,2,1017.0,5,2034.0,101.7,1932.3
212,116,44,1,7467.0,10,7467.0,746.7,6720.3
213,116,38,2,1154.0,0,2308.0,0.0,2308.0
214,116,24,1,2958.0,5,2958.0,147.9,2810.1
215,117,44,4,7467.0,15,29868.0,4480.2,25387.8
216,118,80,3,1406.0,5,4218.0,210.9,4007.1
217,119,10,3,11404.0,15,34212.0,5131.8,29080.2
218,120,12,2,17050.0,20,34100.0,6820.0,27280.0
219,120,61,2,2121.0,15,4242.0,636.3,3605.7
220,120,23,1,6472.0,5,6472.0,323.6,6148.4
221,121,52,2,5521.0,15,11042.0,1656.3,9385.7
222,121,74,3,8876.0,0,26628.0,0.0,26628.0
223,122,75,4,1408.0,20,5632.0,1126.4,4505.6
224,122,16,1,28374.0,5,28374.0,1418.7,26955.3
225,123,75,2,1408.0,5,2816.0,140.8,2675.2
226,124,42,4,2926.0,0,11704.0,0.0,11704.0
227,125,18,2,29993.0,10,59986.0,5998.6,53987.4
228,126,22,2,5817.0,15,11634.0,1745.1,9888.9
229,126,87,4,2509.0,5,10036.0,501.8,9534.2
230,127,35,3,6556.0,10,19668.0,1966.8,17701.2
231,128,44,4,7467.0,5,29868.0,1493.4,28374.6
232,129,61,2,2121.0,5,4242.0,212.1,4029.9
233,130,22,1,5817.0,0,5817.0,0.0,5817.0
234,130,71,3,6080.0,15,18240.0,2736.0,15504.0
235,130,100,4,7504.0,5,30016.0,1500.8,28515.2
236,130,85,2,3168.0,5,6336.0,316.8,6019.2
237,131,38,4,1154.0,15,4616.0,692.4,3923.6
238,131,85,1,3168.0,20,3168.0,633.6,2534.4
239,131,1,4,53878.0,20,215512.0,43102.4,172409.6
240,132,71,2,6080.0,5,12160.0,608.0,11552.0
241,133,72,1,9649.0,20,9649.0,1929.8,7719.2
242,133,20,3,39070.0,5,117210.0,5860.5,111349.5
243,134,78,1,6416.0,15,6416.0,962.4,5453.6
244,134,2,1,7163.0,20,7163.0,1432.6,5730.4
245,135,95,2,3431.0,10,6862.0,686.2,6175.8
246,135,77,1,1013.0,0,1013.0,0.0,1013.0
247,136,42,1,2926.0,15,2926.0,438.9,2487.1
248,137,51,2,3978.0,0,7956.0,0.0,7956.0
249,138,67,3,9082.0,5,27246.0,1362.3,25883.7
250,138,89,1,5107.0,10,5107.0,510.7,4596.3
251,139,75,1,1408.0,10,1408.0,140.8,1267.2
252,140,45,1,3937.0,15,3937.0,590.55,3346.45
253,141,44,4,7467.0,20,29868.0,5973.6,23894.4
254,142,94,1,4450.0,0,4450.0,0.0,4450.0
255,143,5,1,37543.0,5,37543.0,1877.15,35665.85
256,144,64,1,4206.0,20,4206.0,841.2,3364.8
257,145,40,1,8752.0,0,8752.0,0.0,8752.0
258,145,39,2,6381.0,10,12762.0,1276.2,11485.8
259,146,82,2,9833.0,0,19666.0,0.0,19666.0
260,147,91,2,986.0,15,1972.0,295.8,1676.2
261,147,11,3,49672.0,5,149016.0,7450.8,141565.2
262,147,93,4,9197.0,20,36788.0,7357.6,29430.4
263,148,51,1,3978.0,15,3978.0,596.7,3381.3
264,148,69,3,2652.0,10,7956.0,795.6,7160.4
265,149,63,4,2296.0,15,9184.0,1377.6,7806.4
266,150,12,2,17050.0,15,34100.0,5115.0,28985.0
267,151,38,2,1154.0,15,2308.0,346.2,1961.8
268,152,79,3,566.0,20,1698.0,339.6,1358.4
269,153,14,3,2689.0,15,8067.0,1210.05,6856.95
270,154,99,2,7459.0,10,14918.0,1491.8,13426.2
271,154,76,2,6697.0,0,13394.0,0.0,13394.0
272,154,86,1,8140.0,20,8140.0,1628.0,6512.0
273,155,24,3,2958.0,5,8874.0,443.7,8430.3
274,155,43,3,7661.0,15,22983.0,3447.45,19535.55
275,156,69,2,2652.0,15,5304.0,795.6,4508.4
276,157,62,2,4193.0,5,8386.0,419.3,7966.7
277,158,9,4,51674.0,0,206696.0,0.0,206696.0
278,158,46,3,6027.0,10,18081.0,1808.1,16272.9
279,158,40,1,8752.0,10,8752.0,875.2,7876.8
280,159,2,4,7163.0,0,28652.0,0.0,28652.0
281,159,49,2,4162.0,0,8324.0,0.0,8324.0
282,160,6,1,20009.0,20,20009.0,4001.8,16007.2
283,161,98,2,2339.0,0,4678.0,0.0,4678.0
284,161,60,3,2749.0,20,8247.0,1649.4,6597.6
285,161,62,2,4193.0,15,8386.0,1257.9,7128.1
286,162,56,3,2573.0,10,7719.0,771.9,6947.1
287,162,28,1,7577.0,20,7577.0,1515.4,6061.6
288,162,57,2,7649.0,15,15298.0,2294.7,13003.3
289,163,61,3,2121.0,0,6363.0,0.0,6363.0
290,163,81,1,4250.0,5,4250.0,212.5,4037.5
291,163,20,1,39070.0,0,39070.0,0.0,39070.0
292,164,49,3,4162.0,0,12486.0,0.0,12486.0
293,164,41,4,4970.0,20,19880.0,3976.0,15904.0
294,164,16,4,28374.0,20,113496.0,22699.2,90796.8
295,165,20,4,39070.0,15,156280.0,23442.0,132838.0
296,166,68,4,8743.0,10,34972.0,3497.2,31474.8
297,166,45,3,3937.0,20,11811.0,2362.2,9448.8
298,167,22,2,5817.0,0,11634.0,0.0,11634.0
299,167,1,1,53878.0,0,53878.0,0.0,53878.0
300,167,40,1,8752.0,15,8752.0,1312.8,7439.2
301,168,42,1,2926.0,5,2926.0,146.3,2779.7
302,169,16,3,28374.0,10,85122.0,8512.2,76609.8
303,169,29,4,7655.0,20,30620.0,6124.0,24496.0
304,169,50,2,1637.0,0,3274.0,0.0,3274.0
305,170,24,2,2958.0,20,5916.0,1183.2,4732.8
306,171,95,4,3431.0,20,13724.0,2744.8,10979.2
307,172,29,1,7655.0,5,7655.0,382.75,7272.25
308,172,85,4,3168.0,20,12672.0,2534.4,10137.6
309,172,49,1,4162.0,5,4162.0,208.1,3953.9
310,173,91,1,986.0,5,986.0,49.3,936.7
311,173,74,2,8876.0,5,17752.0,887.6,16864.4
312,174,13,2,55796.0,0,111592.0,0.0,111592.0
313,175,73,1,3368.0,10,3368.0,336.8,3031.2
314,175,14,2,2689.0,0,5378.0,0.0,5378.0
315,175,66,1,2116.0,0,2116.0,0.0,2116.0
316,176,46,4,6027.0,15,24108.0,3616.2,20491.8
317,176,3,3,8939.0,5,26817.0,1340.85,25476.15
318,177,51,4,3978.0,0,15912.0,0.0,15912.0
319,178,58,2,1598.0,0,3196.0,0.0,3196.0
320,178,7,1,10982.0,10,10982.0,1098.2,9883.8
321,179,23,1,6472.0,0,6472.0,0.0,6472.0
322,179,6,4,20009.0,10,80036.0,8003.6,72032.4
323,180,73,4,3368.0,0,13472.0,0.0,13472.0
324,180,24,1,2958.0,15,2958.0,443.7,2514.3
325,180,60,1,2749.0,20,2749.0,549.8,2199.2
326,181,80,3,1406.0,20,4218.0,843.6,3374.4
327,182,2,4,7163.0,0,28652.0,0.0,28652.0
328,183,13,1,55796.0,20,55796.0,11159.2,44636.8
329,183,59,3,4493.0,0,13479.0,0.0,13479.0
330,183,32,2,3478.0,20,6956.0,1391.2,5564.8
331,184,94,1,4450.0,20,4450.0,890.0,3560.0
332,185,90,4,1017.0,15,4068.0,610.2,3457.8
333,186,58,4,1598.0,0,6392.0,0.0,6392.0
334,186,86,1,8140.0,5,8140.0,407.0,7733.0
335,186,44,3,7467.0,0,22401.0,0.0,22401.0
336,186,80,3,1406.0,10,4218.0,421.8,3796.2
337,187,83,2,2485.0,5,4970.0,248.5,4721.5
338,187,79,3,566.0,20,1698.0,339.6,1358.4
339,187,78,2,6416.0,5,12832.0,641.6,12190.4
340,188,27,3,6268.0,10,18804.0,1880.4,16923.6
341,188,70,2,7332.0,15,14664.0,2199.6,12464.4
342,189,49,4,4162.0,5,16648.0,832.4,15815.6
343,190,24,2,2958.0,20,5916.0,1183.2,4732.8
344,190,90,4,1017.0,20,4068.0,813.6,3254.4
345,191,91,3,986.0,10,2958.0,295.8,2662.2
346,191,83,1,2485.0,15,2485.0,372.75,2112.25
347,192,90,2,1017.0,5,2034.0,101.7,1932.3
348,193,66,4,2116.0,10,8464.0,846.4,7617.6
349,193,14,2,2689.0,0,5378.0,0.0,5378.0
350,193,32,3,3478.0,15,10434.0,1565.1,8868.9
351,194,10,2,11404.0,15,22808.0,3421.2,19386.8
352,194,25,3,3012.0,15,9036.0,1355.4,7680.6
353,194,33,2,9645.0,15,19290.0,2893.5,16396.5
354,195,76,2,6697.0,20,13394.0,2678.8,10715.2
355,196,77,4,1013.0,0,4052.0,0.0,4052.0
356,197,72,1,9649.0,15,9649.0,1447.35,8201.65
357,197,12,1,17050.0,15,17050.0,2557.5,14492.5
358,197,42,1,2926.0,5,2926.0,146.3,2779.7
359,197,85,2,3168.0,20,6336.0,1267.2,5068.8
360,198,48,3,6795.0,10,20385.0,2038.5,18346.5
361,199,16,3,28374.0,15,85122.0,12768.3,72353.7
362,200,58,4,1598.0,0,6392.0,0.0,6392.0
363,200,37,3,2567.0,20,7701.0,1540.2,6160.8
364,200,71,4,6080.0,20,24320.0,4864.0,19456.0
365,201,67,1,9082.0,0,9082.0,0.0,9082.0
366,201,77,4,1013.0,0,4052.0,0.0,4052.0
367,202,69,2,2652.0,20,5304.0,1060.8,4243.2
368,202,32,1,3478.0,15,3478.0,521.7,2956.3
369,202,14,1,2689.0,10,2689.0,268.9,2420.1
370,203,5,1,37543.0,20,37543.0,7508.6,30034.4
371,204,21,2,8617.0,10,17234.0,1723.4,15510.6
372,204,94,3,4450.0,0,13350.0,0.0,13350.0
373,204,72,1,9649.0,0,9649.0,0.0,9649.0
374,204,10,1,11404.0,0,11404.0,0.0,11404.0
375,205,53,1,5793.0,0,5793.0,0.0,5793.0
376,206,15,1,40783.0,0,40783.0,0.0,40783.0
377,207,10,1,11404.0,10,11404.0,1140.4,10263.6
378,208,68,4,8743.0,0,34972.0,0.0,34972.0
379,208,98,3,2339.0,5,7017.0,350.85,6666.15
380,208,94,4,4450.0,5,17800.0,890.0,16910.0
381,209,58,4,1598.0,15,6392.0,958.8,5433.2
382,210,49,4,4162.0,20,16648.0,3329.6,13318.4
383,210,44,1,7467.0,20,7467.0,1493.4,5973.6
384,211,24,1,2958.0,10,2958.0,295.8,2662.2
385,212,73,1,3368.0,5,3368.0,168.4,3199.6
386,213,79,4,566.0,15,2264.0,339.6,1924.4
387,213,78,1,6416.0,10,6416.0,641.6,5774.4
388,214,54,3,2554.0,20,7662.0,1532.4,6129.6
389,214,83,4,2485.0,0,9940.0,0.0,9940.0
390,215,22,4,5817.0,0,23268.0,0.0,23268.0
391,216,92,1,5380.0,0,5380.0,0.0,5380.0
392,217,100,1,7504.0,10,7504.0,750.4,6753.6
393,218,89,3,5107.0,0,15321.0,0.0,15321.0
394,219,65,4,7789.0,0,31156.0,0.0,31156.0
395,219,60,3,2749.0,5,8247.0,412.35,7834.65
396,220,7,4,10982.0,0,43928.0,0.0,43928.0
397,220,14,4,2689.0,0,10756.0,0.0,10756.0
398,221,42,2,2926.0,15,5852.0,877.8,4974.2
399,222,79,1,566.0,15,566.0,84.9,481.1
400,222,22,4,5817.0,0,23268.0,0.0,23268.0
401,222,64,2,4206.0,10,8412.0,841.2,7570.8
402,223,26,4,1015.0,15,4060.0,609.0,3451.0
403,224,43,1,7661.0,5,7661.0,383.05,7277.95
404,224,70,1,7332.0,20,7332.0,1466.4,5865.6
405,225,15,2,40783.0,10,81566.0,8156.6,73409.4
406,225,78,3,6416.0,0,19248.0,0.0,19248.0
407,226,95,3,3431.0,10,10293.0,1029.3,9263.7
408,227,29,2,7655.0,0,15310.0,0.0,15310.0
409,228,43,4,7661.0,0,30644.0,0.0,30644.0
410,229,16,2,28374.0,10,56748.0,5674.8,51073.2
411,230,27,2,6268.0,0,12536.0,0.0,12536.0
412,231,94,4,4450.0,0,17800.0,0.0,17800.0
413,232,72,1,9649.0,0,9649.0,0.0,9649.0
414,232,71,2,6080.0,0,12160.0,0.0,12160.0
415,233,35,1,6556.0,10,6556.0,655.6,5900.4
416,234,71,4,6080.0,0,24320.0,0.0,24320.0
417,235,87,3,2509.0,20,7527.0,1505.4,6021.6
418,235,52,1,5521.0,10,5521.0,552.1,4968.9
419,236,49,3,4162.0,10,12486.0,1248.6,11237.4
420,237,53,4,5793.0,0,23172.0,0.0,23172.0
421,237,69,1,2652.0,0,2652.0,0.0,2652.0
422,238,20,3,39070.0,10,117210.0,11721.0,105489.0
423,239,20,2,39070.0,0,78140.0,0.0,78140.0
424,240,39,2,6381.0,0,12762.0,0.0,12762.0
425,241,67,2,9082.0,10,18164.0,1816.4,16347.6
426,241,52,3,5521.0,15,16563.0,2484.45,14078.55
427,242,23,1,6472.0,20,6472.0,1294.4,5177.6
428,243,9,4,51674.0,0,206696.0,0.0,206696.0
429,244,41,2,4970.0,0,9940.0,0.0,9940.0
430,244,38,2,1154.0,5,2308.0,115.4,2192.6
431,245,46,4,6027.0,0,24108.0,0.0,24108.0
432,246,36,1,2955.0,0,2955.0,0.0,2955.0
433,247,29,3,7655.0,15,22965.0,3444.75,19520.25
434,247,31,1,5370.0,5,5370.0,268.5,5101.5
435,248,21,2,8617.0,5,17234.0,861.7,16372.3
436,248,78,2,6416.0,10,12832.0,1283.2,11548.8
437,248,63,2,2296.0,0,4592.0,0.0,4592.0
438,249,54,4,2554.0,10,10216.0,1021.6,9194.4
439,249,83,2,2485.0,0,4970.0,0.0,4970.0
440,250,93,1,9197.0,0,9197.0,0.0,9197.0
441,251,46,2,6027.0,0,12054.0,0.0,12054.0
442,251,86,4,8140.0,15,32560.0,4884.0,27676.0
443,252,2,1,7163.0,15,7163.0,1074.45,6088.55
444,252,42,2,2926.0,0,5852.0,0.0,5852.0
445,252,24,4,2958.0,20,11832.0,2366.4,9465.6
446,252,77,3,1013.0,0,3039.0,0.0,3039.0
447,253,38,4,1154.0,0,4616.0,0.0,4616.0
448,253,98,4,2339.0,0,9356.0,0.0,9356.0
449,253,29,3,7655.0,10,22965.0,2296.5,20668.5
450,254,58,3,1598.0,10,4794.0,479.4,4314.6
451,255,42,2,2926.0,20,5852.0,1170.4,4681.6
452,256,33,4,9645.0,15,38580.0,5787.0,32793.0
453,256,89,4,5107.0,20,20428.0,4085.6,16342.4
454,256,32,2,3478.0,0,6956.0,0.0,6956.0
455,257,11,3,49672.0,10,149016.0,14901.6,134114.4
456,257,17,1,64036.0,10,64036.0,6403.6,57632.4
457,258,86,4,8140.0,0,32560.0,0.0,32560.0
458,258,2,1,7163.0,20,7163.0,1432.6,5730.4
459,259,16,2,28374.0,20,56748.0,11349.6,45398.4
460,259,36,1,2955.0,5,2955.0,147.75,2807.25
461,259,44,3,7467.0,10,22401.0,2240.1,20160.9
462,260,60,3,2749.0,5,8247.0,412.35,7834.65
463,261,23,3,6472.0,5,19416.0,970.8,18445.2
464,261,73,4,3368.0,15,13472.0,2020.8,11451.2
465,261,55,4,5000.0,10,20000.0,2000.0,18000.0
466,262,14,2,2689.0,10,5378.0,537.8,4840.2
467,262,67,3,9082.0,0,27246.0,0.0,27246.0
468,263,26,3,1015.0,15,3045.0,456.75,2588.25
469,263,91,1,986.0,5,986.0,49.3,936.7
470,264,27,3,6268.0,5,18804.0,940.2,17863.8
471,264,61,2,2121.0,5,4242.0,212.1,4029.9
472,265,82,3,9833.0,0,29499.0,0.0,29499.0
473,265,59,2,4493.0,5,8986.0,449.3,8536.7
