order_id,customer_id,order_date,order_status,sales_channel
192,299,2025-08-18 19:30:00,Delivered,Mobile App
193,496,2025-10-06 01:50:00,Delivered,Website
194,341,2025-02-25 07:42:00,Delivered,Website
195,332,2025-10-16 20:43:00,Delivered,Mobile App
196,51,2025-08-09 03:00:00,Delivered,Website
197,238,2025-08-17 11:25:00,Processing,Website
198,54,2025-06-26 00:30:00,Delivered,Website
199,179,2025-03-01 23:09:00,Delivered,Mobile App
200,179,2025-04-16 16:30:00,Delivered,Mobile App
201,35,2025-12-23 14:20:00,Delivered,Website
202,56,2025-01-12 10:41:00,Shipped,Website
203,283,2025-05-05 16:11:00,Delivered,Mobile App
204,208,2025-08-25 07:51:00,Delivered,Website
205,203,2025-11-24 21:27:00,Delivered,Website
206,200,2025-08-19 18:27:00,Delivered,Website
207,361,2025-04-16 08:48:00,Processing,Website
208,447,2025-10-23 03:51:00,Delivered,Mobile App
209,59,2025-06-16 06:29:00,Delivered,Mobile App
210,306,2025-09-28 20:20:00,Delivered,Mobile App
211,181,2025-10-28 03:22:00,Processing,Website
212,153,2025-12-11 22:51:00,Cancelled,Website
213,61,2025-12-11 04:20:00,Delivered,Website
214,73,2025-04-04 11:44:00,Delivered,Mobile App
215,197,2025-11-02 04:36:00,Delivered,Mobile App
216,471,2025-11-22 17:44:00,Delivered,Website
217,148,2025-10-12 05:31:00,Delivered,Mobile App
218,444,2025-08-19 19:03:00,Delivered,Website
219,418,2025-09-06 04:12:00,Delivered,Mobile App
220,213,2025-07-29 21:31:00,Shipped,Mobile App
221,290,2025-09-08 05:05:00,Delivered,Website
222,116,2025-05-30 01:17:00,Delivered,Website
223,396,2025-08-23 18:47:00,Shipped,Website
224,397,2025-10-21 03:17:00,Delivered,Mobile App
225,369,2025-10-05 01:48:00,Delivered,Website
226,425,2025-08-06 03:47:00,Shipped,Website
227,135,2025-06-02 01:28:00,Delivered,Website
228,416,2025-08-13 03:49:00,Delivered,Mobile App
229,220,2025-12-30 19:40:00,Delivered,Website
230,31,2025-04-16 06:51:00,Delivered,Mobile App
231,166,2025-11-02 17:10:00,Returned,Mobile App
232,488,2025-05-29 18:17:00,Cancelled,Website
233,31,2025-03-11 13:58:00,Returned,Website
234,75,2025-12-26 04:15:00,Shipped,Website
235,73,2025-12-13 12:31:00,Delivered,Mobile App
236,232,2025-11-18 13:24:00,Delivered,Website
237,143,2025-07-26 16:47:00,Shipped,Mobile App
238,298,2025-08-21 15:20:00,Delivered,Website
239,358,2025-08-23 20:42:00,Delivered,Website
240,496,2025-10-01 12:13:00,Delivered,Website
241,425,2025-09-11 08:20:00,Delivered,Website
242,176,2025-10-17 15:50:00,Cancelled,Website
243,402,2025-01-24 03:40:00,Processing,Website
244,234,2025-03-05 05:28:00,Delivered,Mobile App
245,68,2025-04-14 22:58:00,Cancelled,Mobile App
246,336,2025-03-23 08:05:00,Delivered,Website
247,333,2025-07-10 21:57:00,Delivered,Mobile App
248,359,2025-11-17 09:46:00,Shipped,Mobile App
249,49,2025-12-02 02:45:00,Delivered,Mobile App
250,116,2025-02-09 04:37:00,Delivered,Mobile App
251,176,2025-01-05 00:44:00,Processing,Mobile App
252,37,2025-12-22 04:30:00,Delivered,Website
253,189,2025-02-22 03:20:00,Cancelled,Website
254,347,2025-07-15 04:41:00,Delivered,Website
255,226,2025-11-09 20:10:00,Delivered,Website
256,471,2025-11-18 23:09:00,Delivered,Mobile App
257,52,2025-04-22 02:57:00,Delivered,Website
258,180,2025-10-29 23:24:00,Returned,Mobile App
259,331,2025-03-13 07:17:00,Delivered,Mobile App
260,434,2025-12-20 00:54:00,Shipped,Mobile App
261,261,2025-04-16 16:38:00,Delivered,Mobile App
262,402,2025-06-01 20:03:00,Cancelled,Website
263,124,2025-09-11 12:07:00,Delivered,Website
264,479,2025-09-28 00:23:00,Delivered,Mobile App
265,280,2025-10-19 13:23:00,Shipped,Mobile App
266,35,2025-02-07 00:37:00,Delivered,Website
267,204,2025-01-21 01:50:00,Delivered,Mobile App
268,43,2025-08-05 22:25:00,Delivered,Website
269,41,2025-05-23 02:19:00,Delivered,Website
270,201,2025-03-21 17:20:00,Delivered,Website
271,374,2025-06-08 22:27:00,Returned,Website
272,474,2025-01-30 07:05:00,Delivered,Mobile App
273,159,2025-11-10 19:03:00,Shipped,Website
274,71,2025-03-03 00:45:00,Shipped,Website
275,265,2025-09-12 11:33:00,Processing,Mobile App
276,384,2025-03-27 11:08:00,Processing,Mobile App
277,414,2025-03-02 00:21:00,Delivered,Website
278,322,2025-05-15 22:36:00,Delivered,Mobile App
279,256,2025-09-19 11:03:00,Cancelled,Website
280,396,2025-07-08 05:16:00,Delivered,Website
281,2,2025-04-27 23:32:00,Delivered,Website
282,187,2025-05-06 01:30:00,Delivered,Website
283,412,2025-04-02 01:35:00,Cancelled,Mobile App
284,214,2025-04-25 10:15:00,Cancelled,Mobile App
285,191,2025-05-19 02:36:00,Delivered,Website
286,265,2025-04-02 07:51:00,Returned,Mobile App
287,145,2025-02-05 14:55:00,Processing,Mobile App
288,234,2025-06-17 02:35:00,Delivered,Website
289,156,2025-05-30 18:50:00,Shipped,Website
290,498,2025-08-26 11:37:00,Delivered,Website
291,4,2025-10-07 07:09:00,Returned,Website
292,326,2025-04-30 17:22:00,Processing,Website
293,337,2025-06-21 00:48:00,Delivered,Mobile App
294,122,2025-02-23 06:33:00,Delivered,Website
295,48,2025-03-14 22:17:00,Delivered,Website
296,459,2025-09-24 13:44:00,Delivered,Website
297,69,2025-10-25 03:32:00,Delivered,Mobile App
298,32,2025-02-08 18:36:00,Delivered,Website
299,436,2025-05-02 09:16:00,Delivered,Mobile App
300,163,2025-12-25 23:20:00,Delivered,Website
301,400,2025-02-08 06:08:00,Processing,Website
302,231,2025-03-21 03:10:00,Delivered,Mobile App
303,494,2025-03-03 17:22:00,Processing,Mobile App
304,437,2025-06-07 14:16:00,Delivered,Website
305,361,2025-12-18 09:52:00,Shipped,Website
306,47,2025-04-21 10:09:00,Shipped,Mobile App
307,347,2025-07-22 16:03:00,Delivered,Website
308,232,2025-01-16 12:54:00,Delivered,Website
309,412,2025-02-18 14:06:00,Processing,Website
310,400,2025-01-07 01:53:00,Returned,Website
311,352,2025-04-12 12:23:00,Delivered,Website
312,470,2025-10-26 18:16:00,Processing,Website
313,331,2025-02-03 06:57:00,Delivered,Website
314,22,2025-02-17 10:07:00,Returned,Website
315,421,2025-03-28 18:27:00,Shipped,Mobile App
316,219,2025-01-16 12:43:00,Delivered,Website
317,229,2025-04-06 08:17:00,Cancelled,Website
318,126,2025-11-11 19:39:00,Delivered,Mobile App
319,32,2025-07-30 17:30:00,Delivered,Mobile App
320,330,2025-03-12 13:12:00,Cancelled,Website
321,10,2025-11-19 17:50:00,Returned,Mobile App
322,249,2025-09-03 17:50:00,Delivered,Mobile App
323,14,2025-07-18 08:11:00,Delivered,Website
324,415,2025-01-16 08:03:00,Returned,Mobile App
325,52,2025-10-27 07:10:00,Delivered,Website
326,406,2025-05-17 17:52:00,Cancelled,Website
327,409,2025-04-23 18:54:00,Delivered,Website
328,163,2025-04-01 07:37:00,Processing,Mobile App
329,359,2025-10-30 00:45:00,Delivered,Website
330,415,2025-10-16 06:53:00,Cancelled,Mobile App
331,252,2025-10-05 09:11:00,Delivered,Website
332,11,2025-04-30 19:14:00,Delivered,Website
333,413,2025-06-19 19:12:00,Delivered,Website
334,76,2025-06-15 01:01:00,Delivered,Website
335,187,2025-02-26 16:55:00,Returned,Mobile App
336,301,2025-12-27 21:25:00,Delivered,Mobile App
337,375,2025-06-15 04:10:00,Returned,Mobile App
338,363,2025-11-29 10:11:00,Returned,Mobile App
339,418,2025-04-25 21:37:00,Delivered,Mobile App
340,91,2025-12-19 09:08:00,Shipped,Mobile App
341,309,2025-10-18 01:11:00,Delivered,Website
342,480,2025-11-24 18:06:00,Delivered,Mobile App
343,164,2025-02-09 07:22:00,Delivered,Website
344,374,2025-12-29 21:40:00,Cancelled,Mobile App
345,128,2025-01-06 08:13:00,Shipped,Mobile App
346,1,2025-05-12 03:46:00,Delivered,Mobile App
347,212,2025-08-03 05:56:00,Delivered,Mobile App
348,52,2025-06-29 17:24:00,Processing,Website
349,410,2025-03-25 14:04:00,Processing,Mobile App
350,488,2025-01-11 10:16:00,Delivered,Mobile App
351,375,2025-03-29 12:10:00,Delivered,Website
352,458,2025-06-23 19:39:00,Delivered,Website
353,311,2025-08-09 20:10:00,Cancelled,Website
354,106,2025-01-28 03:21:00,Returned,Mobile App
355,474,2025-12-23 17:46:00,Shipped,Mobile App
356,122,2025-12-05 09:19:00,Delivered,Mobile App
357,252,2025-10-20 17:53:00,Delivered,Mobile App
358,151,2025-01-02 13:05:00,Processing,Mobile App
359,106,2025-04-13 03:01:00,Delivered,Mobile App
360,60,2025-02-11 15:54:00,Delivered,Mobile App
361,339,2025-08-30 15:57:00,Delivered,Mobile App
362,196,2025-04-05 11:56:00,Delivered,Mobile App
363,239,2025-01-23 08:28:00,Delivered,Mobile App
364,386,2025-10-16 01:09:00,Shipped,Website
365,414,2025-02-13 21:22:00,Delivered,Website
366,199,2025-10-11 01:53:00,Processing,Mobile App
367,480,2025-10-02 21:55:00,Delivered,Website
368,203,2025-09-01 09:05:00,Cancelled,Website
369,265,2025-09-15 18:57:00,Processing,Website
370,486,2025-03-03 14:11:00,Returned,Website
371,217,2025-04-09 04:02:00,Delivered,Mobile App
372,428,2025-04-14 20:09:00,Delivered,Mobile App
373,285,2025-02-04 02:24:00,Delivered,Mobile App
374,470,2025-05-22 16:29:00,Cancelled,Mobile App
375,76,2025-02-27 13:09:00,Delivered,Website
376,52,2025-02-24 18:49:00,Processing,Mobile App
377,336,2025-07-30 08:24:00,Delivered,Mobile App
378,207,2025-01-20 05:17:00,Delivered,Mobile App
379,451,2025-01-20 12:56:00,Delivered,Website
380,472,2025-01-26 23:30:00,Delivered,Mobile App
381,407,2025-01-11 10:52:00,Delivered,Mobile App
382,51,2025-09-09 22:43:00,Returned,Website
383,227,2025-03-10 09:47:00,Processing,Mobile App
384,310,2025-05-18 23:26:00,Delivered,Website
385,422,2025-08-15 06:58:00,Delivered,Mobile App
386,29,2025-09-22 11:52:00,Delivered,Website
387,260,2025-02-03 09:45:00,Delivered,Website
388,427,2025-03-30 06:56:00,Delivered,Website
389,26,2025-05-08 01:29:00,Cancelled,Website
390,238,2025-05-21 11:52:00,Delivered,Website
391,191,2025-12-15 00:15:00,Delivered,Mobile App
392,283,2025-04-01 15:37:00,Delivered,Website
393,353,2025-05-13 23:53:00,Delivered,Website
394,438,2025-07-17 01:10:00,Delivered,Website
395,347,2025-04-24 20:14:00,Delivered,Mobile App
396,400,2025-09-20 00:55:00,Returned,Website
397,89,2025-08-31 04:41:00,Delivered,Website
398,413,2025-04-25 08:38:00,Returned,Mobile App
399,179,2025-08-05 12:54:00,Delivered,Website
400,267,2025-08-27 09:43:00,Processing,Mobile App
401,262,2025-10-27 03:00:00,Returned,Mobile App
402,312,2025-10-15 20:38:00,Delivered,Website
403,142,2025-09-04 02:21:00,Delivered,Mobile App
404,488,2025-05-14 20:45:00,Cancelled,Mobile App
405,392,2025-04-07 04:33:00,Delivered,Website
406,164,2025-11-04 12:42:00,Shipped,Website
407,133,2025-12-02 15:18:00,Cancelled,Mobile App
408,299,2025-07-18 23:02:00,Shipped,Website
409,114,2025-06-25 23:45:00,Shipped,Mobile App
410,154,2025-12-10 11:32:00,Processing,Website
411,66,2025-05-31 03:30:00,Shipped,Website
412,46,2025-12-15 10:41:00,Delivered,Website
413,455,2025-06-07 13:50:00,Delivered,Mobile App
414,436,2025-10-27 09:29:00,Delivered,Website
415,484,2025-11-21 18:37:00,Delivered,Mobile App
416,445,2025-04-10 16:07:00,Shipped,Mobile App
417,438,2025-07-31 01:55:00,Delivered,Website
418,458,2025-06-25 13:36:00,Cancelled,Mobile App
419,367,2025-03-15 10:55:00,Delivered,Website
420,91,2025-09-07 10:40:00,Delivered,Website
421,108,2025-01-03 14:17:00,Shipped,Website
422,403,2025-10-23 05:31:00,Shipped,Website
423,325,2025-03-08 19:27:00,Delivered,Mobile App
424,20,2025-09-02 12:00:00,Delivered,Mobile App
425,427,2025-01-08 10:48:00,Delivered,Website
426,376,2025-12-13 00:40:00,Delivered,Mobile App
427,197,2025-06-09 04:06:00,Delivered,Mobile App
428,24,2025-03-27 02:52:00,Delivered,Mobile App
429,306,2025-08-22 23:33:00,Delivered,Mobile App
430,462,2025-12-18 04:21:00,Delivered,Website
431,117,2025-03-26 12:01:00,Delivered,Website
432,302,2025-04-19 23:01:00,Delivered,Website
433,406,2025-07-07 22:41:00,Delivered,Mobile App
434,305,2025-10-01 19:03:00,Returned,Website
435,354,2025-12-01 00:03:00,Delivered,Mobile App
436,130,2025-07-14 03:35:00,Delivered,Website
437,323,2025-04-16 22:43:00,Delivered,Mobile App
438,267,2025-12-05 03:42:00,Delivered,Website
439,369,2025-08-03 03:32:00,Delivered,Mobile App
440,102,2025-02-28 03:31:00,Delivered,Mobile App
441,361,2025-09-25 06:22:00,Delivered,Website
442,467,2025-01-21 17:31:00,Delivered,Mobile App
443,7,2025-06-19 07:00:00,Shipped,Website
444,77,2025-10-21 21:31:00,Returned,Website
445,119,2025-02-21 08:41:00,Delivered,Mobile App
446,52,2025-05-16 14:03:00,Processing,Website
447,347,2025-05-29 11:51:00,Delivered,Website
448,437,2025-02-18 01:00:00,Delivered,Website
449,225,2025-06-18 11:57:00,Returned,Mobile App
450,176,2025-02-17 11:52:00,Delivered,Mobile App
451,428,2025-07-24 14:17:00,Delivered,Mobile App
452,409,2025-08-04 20:56:00,Delivered,Website
453,483,2025-12-23 23:03:00,Processing,Website
454,411,2025-08-02 18:30:00,Delivered,Mobile App
455,399,2025-04-03 19:24:00,Delivered,Website
456,67,2025-12-17 23:57:00,Delivered,Mobile App
457,24,2025-02-27 13:28:00,Delivered,Mobile App
458,348,2025-01-07 22:55:00,Delivered,Website
459,268,2025-12-09 10:33:00,Shipped,Website
460,128,2025-08-10 21:46:00,Delivered,Mobile App
461,314,2025-03-18 17:57:00,Delivered,Website
462,254,2025-09-16 15:54:00,Cancelled,Website
463,170,2025-09-09 10:15:00,Returned,Website
464,330,2025-09-17 07:35:00,Delivered,Website
465,411,2025-02-10 14:28:00,Delivered,Website
466,61,2025-09-13 14:20:00,Returned,Website
467,19,2025-02-22 12:26:00,Delivered,Website
468,327,2025-02-16 19:39:00,Delivered,Website
469,487,2025-12-02 21:29:00,Delivered,Website
470,287,2025-04-25 14:21:00,Shipped,Mobile App
471,232,2025-12-03 11:45:00,Delivered,Website
472,425,2025-01-02 10:22:00,Delivered,Mobile App
473,360,2025-10-08 16:23:00,Delivered,Website
474,368,2025-09-10 04:52:00,Shipped,Mobile App
475,101,2025-02-24 08:39:00,Delivered,Mobile App
476,401,2025-04-21 14:52:00,Delivered,Mobile App
477,475,2025-02-25 13:02:00,Delivered,Website
478,302,2025-08-19 14:42:00,Returned,Website
479,377,2025-09-13 00:33:00,Delivered,Mobile App
480,261,2025-10-27 15:59:00,Processing,Website
481,375,2025-12-21 18:11:00,Processing,Website
482,311,2025-07-18 21:38:00,Cancelled,Mobile App
483,355,2025-08-03 19:58:00,Shipped,Mobile App
484,232,2025-07-23 10:18:00,Processing,Website
485,454,2025-07-31 19:44:00,Shipped,Mobile App
486,161,2025-12-26 17:55:00,Shipped,Website
487,366,2025-04-13 06:39:00,Delivered,Mobile App
488,333,2025-12-11 04:45:00,Returned,Website
489,327,2025-09-15 17:44:00,Delivered,Website
490,299,2025-06-30 17:30:00,Delivered,Mobile App
491,431,2025-12-12 23:57:00,Delivered,Mobile App
492,13,2025-01-07 16:06:00,Delivered,Website
493,137,2025-12-10 01:12:00,Shipped,Website
494,75,2025-05-27 21:16:00,Processing,Mobile App
495,184,2025-04-15 17:02:00,Processing,Website
496,288,2025-11-12 21:47:00,Cancelled,Mobile App
497,408,2025-05-02 16:50:00,Processing,Mobile App
498,475,2025-12-21 21:03:00,Delivered,Mobile App
499,28,2025-12-17 10:35:00,Delivered,Mobile App
500,400,2025-04-14 19:55:00,Cancelled,Mobile App
501,364,2025-04-26 20:45:00,Delivered,Website
502,91,2025-04-10 09:28:00,Returned,Website
503,264,2025-04-06 05:47:00,Delivered,Website
504,136,2025-08-08 08:35:00,Delivered,Mobile App
505,364,2025-01-03 10:29:00,Returned,Website
506,27,2025-03-20 10:38:00,Processing,Mobile App
507,184,2025-09-09 18:35:00,Delivered,Mobile App
508,267,2025-09-27 07:11:00,Delivered,Website
509,207,2025-08-01 17:34:00,Delivered,Website
510,170,2025-04-20 21:21:00,Delivered,Website
511,288,2025-11-13 16:30:00,Processing,Website
512,229,2025-02-28 21:22:00,Delivered,Website
513,165,2025-01-21 21:56:00,Delivered,Website
514,371,2025-07-17 08:34:00,Delivered,Mobile App
515,250,2025-09-21 16:28:00,Delivered,Website
516,486,2025-06-14 16:05:00,Delivered,Website
517,344,2025-11-17 02:13:00,Delivered,Website
518,54,2025-12-17 13:53:00,Delivered,Mobile App
519,352,2025-11-28 02:47:00,Delivered,Mobile App
520,38,2025-06-19 01:05:00,Delivered,Mobile App
521,421,2025-10-13 02:36:00,Delivered,Mobile App
522,323,2025-07-28 12:28:00,Delivered,Mobile App
523,61,2025-01-09 12:43:00,Delivered,Website
524,435,2025-10-27 01:44:00,Delivered,Website
525,311,2025-05-29 21:19:00,Delivered,Mobile App
526,339,2025-07-15 12:52:00,Delivered,Website
527,383,2025-10-01 07:08:00,Delivered,Mobile App
528,347,2025-11-21 04:19:00,Cancelled,Mobile App
529,285,2025-01-06 17:55:00,Delivered,Website
